Date,Open,High,Low,Close,Volume
2013-01-02,41.45,41.88,41.16,41.88,6521500
2013-01-03,41.99,42.52,41.94,42.47,5338600
2013-01-04,42.59,42.71,42.37,42.66,4219900
2013-01-07,42.52,43.48,42.39,43.16,6807700
2013-01-08,43.16,43.31,42.9,43.11,4137600
2013-01-09,43.32,43.85,43.24,43.38,3442200
2013-01-10,43.46,43.97,43.46,43.85,4241100
2013-01-11,43.76,44.12,43.76,44.07,3212000
2013-01-14,43.99,44.24,43.77,44.22,3126300
2013-01-15,44.01,44.17,43.82,44.13,3812700
2013-01-16,44.06,44.18,43.8,43.94,3221500
2013-01-17,44.44,45.48,44.34,45.17,7958700
2013-01-18,45.45,45.67,44.95,45.67,6347800
2013-01-22,45.54,46.21,45.08,46.2,7128000
2013-01-23,46.05,46.2,45.56,45.9,4116000
2013-01-24,45.95,46.49,45.87,46.45,4024400
2013-01-25,46.16,46.49,46.13,46.42,4243300
2013-01-28,46.46,46.57,46.27,46.49,3090300
2013-01-29,46.39,46.92,46.32,46.64,4616000
2013-01-30,46.7,46.95,46.43,46.66,3564600
2013-01-31,46.46,46.68,46.19,46.6,6369900
2013-02-01,46.85,47.13,46.68,46.92,4374500
2013-02-04,46.56,46.75,46.23,46.25,3630600
2013-02-05,46.62,47.03,46.52,46.77,3740000
2013-02-06,46.57,46.95,46.25,46.95,4327900
2013-02-07,46.85,47.0,46.32,46.76,3492200
2013-02-08,46.84,47.18,46.73,47.1,3099500
2013-02-11,47.09,47.22,46.96,47.22,3083100
2013-02-12,47.33,47.4,47.04,47.11,3304900
2013-02-13,47.22,47.35,46.88,46.99,3048400
2013-02-14,46.7,47.27,46.52,47.17,4441400
2013-02-15,47.0,47.12,46.6,47.12,7276500
2013-02-19,45.99,46.25,44.99,45.8,9472800
2013-02-20,45.84,45.84,44.44,44.76,9916300
2013-02-21,44.77,44.85,44.47,44.73,6103700
2013-02-22,45.0,45.08,44.55,44.72,4313100
2013-02-25,45.0,45.46,43.88,43.88,6608600
2013-02-26,44.17,44.46,43.51,44.12,7409000
2013-02-27,44.12,44.6,44.04,44.54,4087300
